,TF,Accuracy,AUROC,AUPR,Model
0,SF3B4,0.9227356314659119,0.9786052703857422,0.9773186445236206,GPN
1,SF3B4,0.9204406142234802,0.9798949360847473,0.9793860912322998,GPN
2,SF3B4,0.9297735691070557,0.979962944984436,0.9785138368606567,GPN
3,SF3B4,0.9141677021980286,0.9741217494010925,0.9725523591041565,GPN
4,SF3B4,0.9192166328430176,0.977702796459198,0.9766896367073059,GPN
5,U2AF1,0.8973214030265808,0.9653336405754089,0.9646475315093994,GPN
6,U2AF1,0.9107142686843872,0.960412323474884,0.9615786075592041,GPN
7,U2AF1,0.898809552192688,0.9597118496894836,0.9582902193069458,GPN
8,U2AF1,0.8928571343421936,0.9655197858810425,0.96482914686203,GPN
9,U2AF1,0.8973214030265808,0.9575304985046387,0.9604654312133789,GPN
10,SRSF1,0.9140951037406921,0.9701136946678162,0.9668753147125244,GPN
11,SRSF1,0.9040867686271667,0.9676716327667236,0.9649876356124878,GPN
12,SRSF1,0.9165971875190735,0.9721658229827881,0.9703776836395264,GPN
13,SRSF1,0.9090909361839294,0.9640520215034485,0.9622063636779785,GPN
14,SRSF1,0.8999165892601013,0.972498893737793,0.969833254814148,GPN
15,QKI,0.942251443862915,0.9827967286109924,0.9835730791091919,GPN
16,QKI,0.9429824352264404,0.9841498136520386,0.9866704940795898,GPN
17,QKI,0.9473684430122375,0.984132707118988,0.9873632192611694,GPN
18,QKI,0.9451754093170166,0.9829570651054382,0.9855092763900757,GPN
19,QKI,0.9459064602851868,0.9853180646896362,0.9880938529968262,GPN
20,RBFOX2,0.8969933390617371,0.9613354802131653,0.9570545554161072,GPN
21,RBFOX2,0.8891982436180115,0.9602314233779907,0.9589985609054565,GPN
22,RBFOX2,0.897550106048584,0.9591665863990784,0.9549526572227478,GPN
23,RBFOX2,0.9025612473487854,0.9634461998939514,0.9619924426078796,GPN
24,RBFOX2,0.9086859822273254,0.9654687643051147,0.9619888067245483,GPN
25,PTBP1,0.9474822282791138,0.9900518655776978,0.9908546209335327,GPN
26,PTBP1,0.9437751173973083,0.9874332547187805,0.989374577999115,GPN
27,PTBP1,0.9477911591529846,0.9882645010948181,0.9900975823402405,GPN
28,PTBP1,0.951189398765564,0.9883216619491577,0.9893603920936584,GPN
29,PTBP1,0.9499536752700806,0.9887909889221191,0.988846480846405,GPN
30,HNRNPK,0.9546247720718384,0.9852476716041565,0.9803330898284912,GPN
31,HNRNPK,0.9537521600723267,0.9870339035987854,0.9813697338104248,GPN
32,HNRNPK,0.9563699960708618,0.9860455989837646,0.9803485870361328,GPN
33,HNRNPK,0.9546247720718384,0.984492301940918,0.9772600531578064,GPN
34,HNRNPK,0.952006995677948,0.9834505915641785,0.9779317378997803,GPN
35,TIA1,0.8728930354118347,0.948458731174469,0.9443522095680237,GPN
36,TIA1,0.8690245747566223,0.9484667181968689,0.9442998170852661,GPN
37,TIA1,0.8712351322174072,0.9472430944442749,0.9415826797485352,GPN
38,TIA1,0.8739983439445496,0.9492669701576233,0.9443879723548889,GPN
39,TIA1,0.8717877864837646,0.9515091180801392,0.9480567574501038,GPN
40,TARDBP,0.9731626510620117,0.9937575459480286,0.9947241544723511,GPN
41,TARDBP,0.967795193195343,0.9943456053733826,0.9943634867668152,GPN
42,TARDBP,0.9591246843338013,0.9945489764213562,0.9944298267364502,GPN
43,TARDBP,0.9735755324363708,0.9943587183952332,0.994294285774231,GPN
44,TARDBP,0.9686209559440613,0.9941864013671875,0.9942766427993774,GPN
45,PUM2,0.9096551537513733,0.9686511754989624,0.9697156548500061,GPN
46,PUM2,0.9010344743728638,0.9664769768714905,0.9671471118927002,GPN
47,PUM2,0.9058620929718018,0.9663463234901428,0.9666995406150818,GPN
48,PUM2,0.908965528011322,0.9677878022193909,0.9682968258857727,GPN
49,PUM2,0.9037930965423584,0.9666138887405396,0.9661518335342407,GPN
