,TF,Accuracy,AUROC,AUPR,Model
89,TARDBP,0.9384806156158447,0.9832352995872498,0.9819017052650452,NT32Mean embed MLP
90,PUM2,0.7599999904632568,0.8698983788490295,0.8562079071998596,NT32CLS MLP
91,PUM2,0.7513793110847473,0.8544257879257202,0.8448988199234009,NT32Mean embed MLP
92,PUM2,0.7772414088249207,0.8978203535079956,0.8929624557495117,NT32CLS MLP
93,PUM2,0.8137931227684021,0.8966482281684875,0.8864531517028809,NT32Mean embed MLP
94,PUM2,0.8151724338531494,0.8981607556343079,0.8844466209411621,NT32CLS MLP
95,PUM2,0.7968965768814087,0.886663019657135,0.8770154714584351,NT32Mean embed MLP
96,PUM2,0.771379292011261,0.854992151260376,0.8338730335235596,NT32CLS MLP
97,PUM2,0.8068965673446655,0.8948797583580017,0.8855924606323242,NT32Mean embed MLP
98,PUM2,0.813103437423706,0.8952498435974121,0.885941207408905,NT32CLS MLP
99,PUM2,0.7772414088249207,0.873120129108429,0.8662576079368591,NT32Mean embed MLP
