,TF,Accuracy,AUROC,AUPR,Model
0,MAX,0.7854599952697754,0.852054238319397,0.8427753448486328,CNN
1,MAX,0.7855969071388245,0.8523195385932922,0.8439730405807495,CNN
2,MAX,0.7877874970436096,0.8542347550392151,0.8451411128044128,CNN
3,MAX,0.7851861715316772,0.8532439470291138,0.8425064086914062,CNN
4,MAX,0.7914841175079346,0.8549240827560425,0.8447796702384949,CNN
5,SRF,0.7992106080055237,0.8727187514305115,0.8916485905647278,CNN
6,SRF,0.7975553870201111,0.8787766695022583,0.8994193077087402,CNN
7,SRF,0.7546473145484924,0.8390777707099915,0.8598616123199463,CNN
8,SRF,0.7998471856117249,0.8799958229064941,0.8997715711593628,CNN
9,SRF,0.793735682964325,0.8730899691581726,0.8936909437179565,CNN
10,ATF2,0.9617274403572083,0.9874022603034973,0.9907923936843872,CNN
11,ATF2,0.9468580484390259,0.9810696244239807,0.9857622385025024,CNN
12,ATF2,0.9521592855453491,0.9832584261894226,0.9874944686889648,CNN
13,ATF2,0.9606930613517761,0.9876247644424438,0.9910306930541992,CNN
14,ATF2,0.9489268064498901,0.9865443110466003,0.9903678297996521,CNN
15,ELK1,0.7809817790985107,0.8463345170021057,0.8529930710792542,CNN
16,ELK1,0.7802952527999878,0.8435354828834534,0.853459894657135,CNN
17,ELK1,0.7830415368080139,0.8506554365158081,0.862389087677002,CNN
18,ELK1,0.7765190601348877,0.843104362487793,0.8503714203834534,CNN
19,ELK1,0.7823549509048462,0.8500874042510986,0.8579796552658081,CNN
20,REST,0.7708655595779419,0.8489444851875305,0.8548157215118408,CNN
21,REST,0.7546367645263672,0.8312506675720215,0.8280819058418274,CNN
22,REST,0.7673879265785217,0.842889666557312,0.8464755415916443,CNN
23,REST,0.7639103531837463,0.8447109460830688,0.8495801687240601,CNN
24,REST,0.7585007548332214,0.8383931517601013,0.8388740420341492,CNN
25,CTCF,0.9468286037445068,0.9884150624275208,0.988548219203949,CNN
26,CTCF,0.9497507810592651,0.9890822768211365,0.9888262748718262,CNN
27,CTCF,0.951526939868927,0.9887857437133789,0.9884017705917358,CNN
28,CTCF,0.9486621022224426,0.9884617924690247,0.9886338710784912,CNN
29,CTCF,0.9511831998825073,0.9886419773101807,0.9886677265167236,CNN
30,Arid3,0.7079862356185913,0.7788499593734741,0.7974069118499756,CNN
31,Arid3,0.731533944606781,0.8104900121688843,0.824459433555603,CNN
32,Arid3,0.7108741402626038,0.7805927395820618,0.7989063262939453,CNN
33,Arid3,0.7189825773239136,0.791622519493103,0.8067299723625183,CNN
34,Arid3,0.7262023687362671,0.8035550117492676,0.8200365900993347,CNN
35,BACH1,0.7331959009170532,0.8087670803070068,0.8290800452232361,CNN
36,BACH1,0.7477319836616516,0.81950843334198,0.8371469974517822,CNN
37,BACH1,0.7328866124153137,0.8066036701202393,0.8271896243095398,CNN
38,BACH1,0.7359793782234192,0.8073809146881104,0.8265411257743835,CNN
39,BACH1,0.7332989573478699,0.8051095604896545,0.8264724612236023,CNN
40,GABPA,0.7193650603294373,0.805740237236023,0.8090571761131287,CNN
41,GABPA,0.7339682579040527,0.81517493724823,0.8185476660728455,CNN
42,GABPA,0.6707936525344849,0.7497528791427612,0.749498724937439,CNN
43,GABPA,0.7117460370063782,0.8061326742172241,0.8118283748626709,CNN
44,GABPA,0.7180952429771423,0.7950025200843811,0.7989076375961304,CNN
45,ZNF24,0.7053942084312439,0.7626476883888245,0.7972765564918518,CNN
46,ZNF24,0.7190871238708496,0.7921302914619446,0.8193210959434509,CNN
47,ZNF24,0.7237897515296936,0.7919236421585083,0.8206965327262878,CNN
48,ZNF24,0.6904564499855042,0.7545900344848633,0.7884438037872314,CNN
49,ZNF24,0.6939142346382141,0.7573232054710388,0.7892353534698486,CNN
