,TF,Accuracy,AUROC,AUPR,Model
41,REST,0.7001545429229736,0.7631314396858215,0.7327430248260498,NT32Mean embed MLP
42,REST,0.5575734376907349,0.7050598859786987,0.6692621111869812,NT32CLS MLP
43,REST,0.7156105041503906,0.7751817107200623,0.7388748526573181,NT32Mean embed MLP
44,REST,0.5409582853317261,0.7347281575202942,0.6838355660438538,NT32CLS MLP
45,REST,0.7086553573608398,0.7798012495040894,0.7470308542251587,NT32Mean embed MLP
46,REST,0.6557186841964722,0.6950433254241943,0.6592257618904114,NT32CLS MLP
47,REST,0.7001545429229736,0.7663196325302124,0.7302761673927307,NT32Mean embed MLP
48,REST,0.6835393905639648,0.7448503375053406,0.7065595388412476,NT32CLS MLP
49,REST,0.6935857534408569,0.7629103064537048,0.7224918007850647,NT32Mean embed MLP
50,CTCF,0.7552856206893921,0.8352106809616089,0.828385591506958,NT32CLS MLP
51,CTCF,0.7619320750236511,0.8406591415405273,0.8233014941215515,NT32Mean embed MLP
52,CTCF,0.7215951681137085,0.7884994745254517,0.7707311511039734,NT32CLS MLP
53,CTCF,0.7390706539154053,0.8130552172660828,0.7740081548690796,NT32Mean embed MLP
54,CTCF,0.7680627703666687,0.8501105904579163,0.8442099094390869,NT32CLS MLP
55,CTCF,0.7475505471229553,0.8271161317825317,0.8175655007362366,NT32Mean embed MLP
56,CTCF,0.7488684058189392,0.8291431069374084,0.8205005526542664,NT32CLS MLP
57,CTCF,0.6389732360839844,0.7045129537582397,0.6832199096679688,NT32Mean embed MLP
58,CTCF,0.7219389081001282,0.795391857624054,0.7752487659454346,NT32CLS MLP
59,CTCF,0.7589526176452637,0.8400281071662903,0.8344826102256775,NT32Mean embed MLP
60,Arid3,0.7005442380905151,0.7788153290748596,0.7955537438392639,NT32CLS MLP
61,Arid3,0.7030989527702332,0.7913856506347656,0.806651771068573,NT32Mean embed MLP
62,Arid3,0.7072086930274963,0.7790555953979492,0.7958699464797974,NT32CLS MLP
63,Arid3,0.711207389831543,0.7833468914031982,0.7966971397399902,NT32Mean embed MLP
64,Arid3,0.7113184332847595,0.7848422527313232,0.799186646938324,NT32CLS MLP
65,Arid3,0.7088748216629028,0.7894247174263,0.8036885857582092,NT32Mean embed MLP
66,Arid3,0.7120959758758545,0.7864696383476257,0.8015618324279785,NT32CLS MLP
67,Arid3,0.7073197960853577,0.7823308110237122,0.7955306172370911,NT32Mean embed MLP
68,Arid3,0.7014328837394714,0.7815268039703369,0.797997236251831,NT32CLS MLP
69,Arid3,0.7014328837394714,0.7872080206871033,0.802800178527832,NT32Mean embed MLP
70,BACH1,0.7317525744438171,0.7971565127372742,0.820353627204895,NT32CLS MLP
71,BACH1,0.711443305015564,0.801943302154541,0.8220918774604797,NT32Mean embed MLP
72,BACH1,0.7161855697631836,0.7789350152015686,0.8037406206130981,NT32CLS MLP
73,BACH1,0.7042267918586731,0.8009153008460999,0.8209553956985474,NT32Mean embed MLP
74,BACH1,0.6573196053504944,0.7022418975830078,0.7529423236846924,NT32CLS MLP
75,BACH1,0.7328866124153137,0.8043951988220215,0.8251528739929199,NT32Mean embed MLP
76,BACH1,0.7379381656646729,0.7985278964042664,0.8169545531272888,NT32CLS MLP
77,BACH1,0.7365979552268982,0.8042546510696411,0.8219497799873352,NT32Mean embed MLP
78,BACH1,0.7044329643249512,0.7778363823890686,0.8058047890663147,NT32CLS MLP
79,BACH1,0.716288685798645,0.7876476049423218,0.8018577098846436,NT32Mean embed MLP
80,GABPA,0.5752381086349487,0.6746811866760254,0.6545840501785278,NT32CLS MLP
81,GABPA,0.6898412704467773,0.7723756432533264,0.7699399590492249,NT32Mean embed MLP
82,GABPA,0.6819047331809998,0.7567578554153442,0.7612224817276001,NT32CLS MLP
83,GABPA,0.6904761791229248,0.7677956223487854,0.767167866230011,NT32Mean embed MLP
84,GABPA,0.6866666674613953,0.7560845613479614,0.7542992234230042,NT32CLS MLP
85,GABPA,0.6965079307556152,0.770734429359436,0.7673242092132568,NT32Mean embed MLP
86,GABPA,0.6961904764175415,0.7645591497421265,0.762967586517334,NT32CLS MLP
87,GABPA,0.699999988079071,0.7778515815734863,0.7757689356803894,NT32Mean embed MLP
88,GABPA,0.6606349349021912,0.7347302436828613,0.7161283493041992,NT32CLS MLP
89,GABPA,0.6965079307556152,0.7757174372673035,0.779559314250946,NT32Mean embed MLP
90,ZNF24,0.6970954537391663,0.7610539793968201,0.7903467416763306,NT32CLS MLP
91,ZNF24,0.7204702496528625,0.7795181274414062,0.8047162890434265,NT32Mean embed MLP
92,ZNF24,0.7118948698043823,0.7773951888084412,0.8042663931846619,NT32CLS MLP
93,ZNF24,0.6986168622970581,0.7525844573974609,0.7728536128997803,NT32Mean embed MLP
94,ZNF24,0.6363762021064758,0.6723276972770691,0.7211100459098816,NT32CLS MLP
95,ZNF24,0.7105117440223694,0.7833773493766785,0.8057799935340881,NT32Mean embed MLP
96,ZNF24,0.7065007090568542,0.7760390043258667,0.8026561737060547,NT32CLS MLP
97,ZNF24,0.7193637490272522,0.7814165949821472,0.8073545098304749,NT32Mean embed MLP
98,ZNF24,0.7170124650001526,0.7769278883934021,0.803465723991394,NT32CLS MLP
99,ZNF24,0.7085753679275513,0.7701478600502014,0.7967820167541504,NT32Mean embed MLP
