,TF,Accuracy,AUROC,AUPR,Model
0,MAX,0.7834063768386841,0.8537478446960449,0.8513540029525757,NT 10 CNN
1,MAX,0.7802574038505554,0.8484662175178528,0.8460467457771301,NT 10 CNN
2,MAX,0.7860076427459717,0.855584442615509,0.8508478999137878,NT 10 CNN
3,MAX,0.783269464969635,0.8528742790222168,0.851859986782074,NT 10 CNN
4,MAX,0.783269464969635,0.8543154001235962,0.8499537110328674,NT 10 CNN
5,SRF,0.7453526854515076,0.8173875212669373,0.8340327143669128,NT 10 CNN
6,SRF,0.751846194267273,0.8281574845314026,0.8488050103187561,NT 10 CNN
7,SRF,0.7550292611122131,0.829800546169281,0.8486068248748779,NT 10 CNN
8,SRF,0.7583397030830383,0.8369364738464355,0.8544284105300903,NT 10 CNN
9,SRF,0.7531194090843201,0.8284821510314941,0.845139741897583,NT 10 CNN
10,ATF2,0.944659948348999,0.9813051819801331,0.9838287234306335,NT 10 CNN
11,ATF2,0.9416860342025757,0.9823982119560242,0.9861434698104858,NT 10 CNN
12,ATF2,0.94142746925354,0.9805278182029724,0.9844238758087158,NT 10 CNN
13,ATF2,0.9405223727226257,0.9813229441642761,0.983739972114563,NT 10 CNN
14,ATF2,0.9445306658744812,0.9819719195365906,0.9853228330612183,NT 10 CNN
15,ELK1,0.7693099975585938,0.839317798614502,0.8458818793296814,NT 10 CNN
16,ELK1,0.7696532607078552,0.8416882157325745,0.8467514514923096,NT 10 CNN
17,ELK1,0.7397871613502502,0.8167355060577393,0.8217970132827759,NT 10 CNN
18,ELK1,0.7133539319038391,0.8255512118339539,0.8194892406463623,NT 10 CNN
19,ELK1,0.751459002494812,0.8264257907867432,0.8350358009338379,NT 10 CNN
20,REST,0.672333836555481,0.8135618567466736,0.7975274920463562,NT 10 CNN
21,REST,0.6939721703529358,0.8128497004508972,0.8181471824645996,NT 10 CNN
22,REST,0.687789797782898,0.791845440864563,0.7749359607696533,NT 10 CNN
23,REST,0.7496135830879211,0.8284202218055725,0.8297861218452454,NT 10 CNN
24,REST,0.7577279806137085,0.8316224813461304,0.8345469236373901,NT 10 CNN
25,CTCF,0.9143986701965332,0.9722138047218323,0.9721187353134155,NT 10 CNN
26,CTCF,0.9160602688789368,0.9731239080429077,0.9734550714492798,NT 10 CNN
27,CTCF,0.9127370715141296,0.9713339805603027,0.9714508652687073,NT 10 CNN
28,CTCF,0.912966251373291,0.9725918173789978,0.9719895720481873,NT 10 CNN
29,CTCF,0.917607307434082,0.9736881256103516,0.9732925891876221,NT 10 CNN
30,Arid3,0.7242030501365662,0.7942875623703003,0.8128702640533447,NT 10 CNN
31,Arid3,0.7214261889457703,0.7955666780471802,0.8136979937553406,NT 10 CNN
32,Arid3,0.7259802222251892,0.7946019172668457,0.8117992281913757,NT 10 CNN
33,Arid3,0.7213151454925537,0.7986606955528259,0.8157612681388855,NT 10 CNN
34,Arid3,0.7220926284790039,0.7965534925460815,0.812512993812561,NT 10 CNN
35,BACH1,0.7404123544692993,0.8100735545158386,0.8330472111701965,NT 10 CNN
36,BACH1,0.7416495084762573,0.8122707605361938,0.8332273960113525,NT 10 CNN
37,BACH1,0.7401030659675598,0.8102138042449951,0.8316808938980103,NT 10 CNN
38,BACH1,0.7410309314727783,0.8095937967300415,0.8323150873184204,NT 10 CNN
39,BACH1,0.7368041276931763,0.8116703629493713,0.8339196443557739,NT 10 CNN
40,GABPA,0.7111111283302307,0.7871955633163452,0.7807248830795288,NT 10 CNN
41,GABPA,0.6879364848136902,0.7765368819236755,0.7713085412979126,NT 10 CNN
42,GABPA,0.720634937286377,0.7970622777938843,0.7893815040588379,NT 10 CNN
43,GABPA,0.7025396823883057,0.7948397994041443,0.7879719734191895,NT 10 CNN
44,GABPA,0.7079365253448486,0.7871116995811462,0.7832251787185669,NT 10 CNN
45,ZNF24,0.7255878448486328,0.7873941659927368,0.816083550453186,NT 10 CNN
46,ZNF24,0.718810498714447,0.7868213057518005,0.8153555393218994,NT 10 CNN
47,ZNF24,0.7171507477760315,0.7868270874023438,0.8174116015434265,NT 10 CNN
48,ZNF24,0.7224066257476807,0.791233479976654,0.8196301460266113,NT 10 CNN
49,ZNF24,0.7217150926589966,0.7840587496757507,0.8129163384437561,NT 10 CNN
