,TF,Accuracy,AUROC,AUPR,Model
0,MAX,0.7797097563743591,0.8487233519554138,0.8445625305175781,NT 32 CNN
1,MAX,0.7782037258148193,0.8482972979545593,0.8421621918678284,NT 32 CNN
2,MAX,0.783269464969635,0.847072422504425,0.8425145745277405,NT 32 CNN
3,MAX,0.781352698802948,0.8493670225143433,0.8437137007713318,NT 32 CNN
4,MAX,0.7840909361839294,0.8515762686729431,0.8452721238136292,NT 32 CNN
5,SRF,0.7332569360733032,0.80872642993927,0.821975827217102,NT 32 CNN
6,SRF,0.7276546955108643,0.8126178979873657,0.828014612197876,NT 32 CNN
7,SRF,0.7302011847496033,0.8096901178359985,0.8228727579116821,NT 32 CNN
8,SRF,0.7330023050308228,0.8046477437019348,0.8203772306442261,NT 32 CNN
9,SRF,0.7299465537071228,0.8032895922660828,0.8200206756591797,NT 32 CNN
10,ATF2,0.9322472214698792,0.9769798517227173,0.9805077314376831,NT 32 CNN
11,ATF2,0.9200931191444397,0.9769765138626099,0.9813792705535889,NT 32 CNN
12,ATF2,0.9284975528717041,0.977164626121521,0.9818195104598999,NT 32 CNN
13,ATF2,0.9336695075035095,0.9752525091171265,0.9789573550224304,NT 32 CNN
14,ATF2,0.929661214351654,0.9777867197990417,0.9816701412200928,NT 32 CNN
15,ELK1,0.7624441981315613,0.8308559656143188,0.8238801956176758,NT 32 CNN
16,ELK1,0.7617576122283936,0.8254554867744446,0.8275009989738464,NT 32 CNN
17,ELK1,0.7236526012420654,0.8077308535575867,0.8119363784790039,NT 32 CNN
18,ELK1,0.7734294533729553,0.8391083478927612,0.8401192426681519,NT 32 CNN
19,ELK1,0.7706831693649292,0.8436325788497925,0.8437656760215759,NT 32 CNN
20,REST,0.7198609113693237,0.7983201146125793,0.7851136326789856,NT 32 CNN
21,REST,0.7044049501419067,0.7858992218971252,0.774202287197113,NT 32 CNN
22,REST,0.719088077545166,0.7959707975387573,0.7830443382263184,NT 32 CNN
23,REST,0.7275888919830322,0.7990878224372864,0.7895660400390625,NT 32 CNN
24,REST,0.7171561121940613,0.7951107025146484,0.7858105897903442,NT 32 CNN
25,CTCF,0.8984701633453369,0.965470552444458,0.9654911756515503,NT 32 CNN
26,CTCF,0.9016215205192566,0.9641563892364502,0.964259147644043,NT 32 CNN
27,CTCF,0.9015069007873535,0.9650358557701111,0.9651122093200684,NT 32 CNN
28,CTCF,0.9010485410690308,0.963573694229126,0.9632426500320435,NT 32 CNN
29,CTCF,0.8960064053535461,0.9635571241378784,0.9642753601074219,NT 32 CNN
30,Arid3,0.7128734588623047,0.7848861813545227,0.8021868467330933,NT 32 CNN
31,Arid3,0.7169831991195679,0.7883061170578003,0.8059802055358887,NT 32 CNN
32,Arid3,0.71676105260849,0.7848342061042786,0.8031949400901794,NT 32 CNN
33,Arid3,0.712207019329071,0.7875375747680664,0.8039515018463135,NT 32 CNN
34,Arid3,0.7159835696220398,0.7840609550476074,0.801628589630127,NT 32 CNN
35,BACH1,0.7345361113548279,0.7959194779396057,0.8222286701202393,NT 32 CNN
36,BACH1,0.7365979552268982,0.7951847910881042,0.821806013584137,NT 32 CNN
37,BACH1,0.734948456287384,0.7965349555015564,0.8232613801956177,NT 32 CNN
38,BACH1,0.7336082458496094,0.7981847524642944,0.8240478038787842,NT 32 CNN
39,BACH1,0.7340205907821655,0.7995678186416626,0.8256588578224182,NT 32 CNN
40,GABPA,0.7076190710067749,0.7814845442771912,0.780793309211731,NT 32 CNN
41,GABPA,0.695555567741394,0.7711961269378662,0.7702426314353943,NT 32 CNN
42,GABPA,0.6936507821083069,0.7707073092460632,0.7749184370040894,NT 32 CNN
43,GABPA,0.7006348967552185,0.7757938504219055,0.7792870402336121,NT 32 CNN
44,GABPA,0.6838095188140869,0.7696241736412048,0.7658150792121887,NT 32 CNN
45,ZNF24,0.7088519930839539,0.776445209980011,0.8061986565589905,NT 32 CNN
46,ZNF24,0.715490996837616,0.7732407450675964,0.8040454387664795,NT 32 CNN
47,ZNF24,0.7152143716812134,0.779908299446106,0.8104566931724548,NT 32 CNN
48,ZNF24,0.713416337966919,0.7809637188911438,0.8109773397445679,NT 32 CNN
49,ZNF24,0.7132779955863953,0.7735437750816345,0.803709089756012,NT 32 CNN
